timestamp,asset_id,indoor_co2_ppm,indoor_temp_c,total_power_kw,hvac_power_kw,lighting_power_kw,it_load_power_kw,emissions_co2_kg,audit_trait,crypto_signature
2025-11-01 01:00:00,Asset_05_NZ_Boundary,446,21.01,18.81,5.0,1.5,12.31,1.787,L0_CLEAN_COMPLIANT,sig_f0fd8c2d
2025-11-01 01:00:00,Asset_06_NZ_Boundary,434,21.71,18.53,5.0,1.5,12.03,1.76,L0_CLEAN_COMPLIANT,sig_60cbe5b2
2025-11-01 01:00:00,Asset_07_NZ_Boundary,401,21.78,18.54,5.0,1.5,12.04,1.761,L0_CLEAN_COMPLIANT,sig_214aa26f
2025-11-01 01:00:00,Asset_08_NZ_Boundary,422,21.23,18.89,5.0,1.5,12.39,1.795,L0_CLEAN_COMPLIANT,sig_727bf0b7
2025-11-01 01:00:00,Asset_09_NZ_Boundary,443,21.44,18.34,5.0,1.5,11.84,1.742,L0_CLEAN_COMPLIANT,sig_a893fcd8
2025-11-01 01:00:00,Asset_10_NZ_Boundary,415,21.7,18.71,5.0,1.5,12.21,1.777,L0_CLEAN_COMPLIANT,sig_18b08545
2025-11-01 01:15:00,Asset_01_NZ_Boundary,407,21.86,38.29,5.0,1.5,31.79,3.638,L2_HIGH_IT_LOAD,sig_88481e6b
2025-11-01 01:15:00,Asset_02_NZ_Boundary,444,21.93,18.28,5.0,1.5,11.78,1.737,L0_CLEAN_COMPLIANT,sig_d519650e
2025-11-01 01:15:00,Asset_03_NZ_Boundary,436,21.78,18.14,5.0,1.5,11.64,1.723,L0_CLEAN_COMPLIANT,sig_4e7d5433
2025-11-01 01:15:00,Asset_04_NZ_Boundary,427,21.93,18.35,5.0,1.5,11.85,1.743,L0_CLEAN_COMPLIANT,sig_5d3c8a49
2025-11-01 01:15:00,Asset_05_NZ_Boundary,402,21.6,18.09,5.0,1.5,11.59,1.719,L0_CLEAN_COMPLIANT,sig_f3bb8b72
2025-11-01 01:15:00,Asset_06_NZ_Boundary,435,21.86,18.66,5.0,1.5,12.16,1.773,L0_CLEAN_COMPLIANT,sig_df8a03db
2025-11-01 01:15:00,Asset_07_NZ_Boundary,420,21.46,18.53,5.0,1.5,12.03,1.76,L0_CLEAN_COMPLIANT,sig_eafefe6d
2025-11-01 01:15:00,Asset_08_NZ_Boundary,414,21.06,18.93,5.0,1.5,12.43,1.798,L0_CLEAN_COMPLIANT,sig_5e6b9bbc
2025-11-01 01:15:00,Asset_09_NZ_Boundary,433,21.41,18.67,5.0,1.5,12.17,1.774,L0_CLEAN_COMPLIANT,sig_550d58cc
2025-11-01 01:15:00,Asset_10_NZ_Boundary,410,21.03,18.53,5.0,1.5,12.03,1.76,L0_CLEAN_COMPLIANT,sig_cd321cdf
2025-11-01 01:30:00,Asset_01_NZ_Boundary,404,21.69,38.94,5.0,1.5,32.44,3.699,L2_HIGH_IT_LOAD,sig_34605424
2025-11-01 01:30:00,Asset_02_NZ_Boundary,419,21.95,18.16,5.0,1.5,11.66,1.725,L0_CLEAN_COMPLIANT,sig_bb0ea15f
2025-11-01 01:30:00,Asset_03_NZ_Boundary,447,21.83,18.23,5.0,1.5,11.73,1.732,L0_CLEAN_COMPLIANT,sig_6e82bf59
2025-11-01 01:30:00,Asset_04_NZ_Boundary,415,21.96,18.4,5.0,1.5,11.9,1.748,L0_CLEAN_COMPLIANT,sig_17428003
2025-11-01 01:30:00,Asset_05_NZ_Boundary,400,21.57,18.04,5.0,1.5,11.54,1.714,L0_CLEAN_COMPLIANT,sig_ced3513a
2025-11-01 01:30:00,Asset_06_NZ_Boundary,411,21.26,18.24,5.0,1.5,11.74,1.733,L0_CLEAN_COMPLIANT,sig_a7c60ce1
2025-11-01 01:30:00,Asset_07_NZ_Boundary,420,21.82,18.27,5.0,1.5,11.77,1.736,L0_CLEAN_COMPLIANT,sig_23820bcc
2025-11-01 01:30:00,Asset_08_NZ_Boundary,410,21.67,18.27,5.0,1.5,11.77,1.736,L0_CLEAN_COMPLIANT,sig_f45c8627
2025-11-01 01:30:00,Asset_09_NZ_Boundary,444,21.56,18.23,5.0,1.5,11.73,1.732,L0_CLEAN_COMPLIANT,sig_2049ed17
2025-11-01 01:30:00,Asset_10_NZ_Boundary,440,21.83,18.13,5.0,1.5,11.63,1.722,L0_CLEAN_COMPLIANT,sig_5e48a72a
2025-11-01 01:45:00,Asset_01_NZ_Boundary,447,21.87,38.57,5.0,1.5,32.07,3.664,L2_HIGH_IT_LOAD,sig_434d07a0
2025-11-01 01:45:00,Asset_02_NZ_Boundary,418,21.27,18.25,5.0,1.5,11.75,1.734,L0_CLEAN_COMPLIANT,sig_fb9605c8
2025-11-01 01:45:00,Asset_03_NZ_Boundary,412,21.71,18.57,5.0,1.5,12.07,1.764,L0_CLEAN_COMPLIANT,sig_8e95a92
2025-11-01 01:45:00,Asset_04_NZ_Boundary,428,21.35,18.86,5.0,1.5,12.36,1.792,L0_CLEAN_COMPLIANT,sig_4d9e37d3
2025-11-01 01:45:00,Asset_05_NZ_Boundary,401,21.65,18.41,5.0,1.5,11.91,1.749,L0_CLEAN_COMPLIANT,sig_3c14edfe
2025-11-01 01:45:00,Asset_06_NZ_Boundary,415,21.34,18.49,5.0,1.5,11.99,1.757,L0_CLEAN_COMPLIANT,sig_5366c5ac
2025-11-01 01:45:00,Asset_07_NZ_Boundary,422,21.84,18.34,5.0,1.5,11.84,1.742,L0_CLEAN_COMPLIANT,sig_39e48f6a
2025-11-01 01:45:00,Asset_08_NZ_Boundary,443,21.87,18.19,5.0,1.5,11.69,1.728,L0_CLEAN_COMPLIANT,sig_f99bf85c
2025-11-01 01:45:00,Asset_09_NZ_Boundary,440,21.02,18.32,5.0,1.5,11.82,1.74,L0_CLEAN_COMPLIANT,sig_ec3a668
2025-11-01 01:45:00,Asset_10_NZ_Boundary,405,21.83,18.85,5.0,1.5,12.35,1.791,L0_CLEAN_COMPLIANT,sig_5f6ed711
2025-11-01 02:00:00,Asset_01_NZ_Boundary,416,21.85,38.16,5.0,1.5,31.66,3.625,L2_HIGH_IT_LOAD,sig_8892fd5f
2025-11-01 02:00:00,Asset_02_NZ_Boundary,410,21.28,18.53,5.0,1.5,12.03,1.76,L0_CLEAN_COMPLIANT,sig_b48e8176
2025-11-01 02:00:00,Asset_03_NZ_Boundary,417,21.59,18.53,5.0,1.5,12.03,1.76,L0_CLEAN_COMPLIANT,sig_65f40ec9
2025-11-01 02:00:00,Asset_04_NZ_Boundary,407,21.68,18.75,5.0,1.5,12.25,1.781,L0_CLEAN_COMPLIANT,sig_42a9c241
2025-11-01 02:00:00,Asset_05_NZ_Boundary,400,21.43,18.93,5.0,1.5,12.43,1.798,L0_CLEAN_COMPLIANT,sig_1ed2f50f
2025-11-01 02:00:00,Asset_06_NZ_Boundary,401,21.97,18.47,5.0,1.5,11.97,1.755,L0_CLEAN_COMPLIANT,sig_76826946
2025-11-01 02:00:00,Asset_07_NZ_Boundary,414,21.68,18.63,5.0,1.5,12.13,1.77,L0_CLEAN_COMPLIANT,sig_6a821b87
2025-11-01 02:00:00,Asset_08_NZ_Boundary,447,21.32,18.56,5.0,1.5,12.06,1.763,L0_CLEAN_COMPLIANT,sig_71438434
2025-11-01 02:00:00,Asset_09_NZ_Boundary,421,21.04,18.38,5.0,1.5,11.88,1.746,L0_CLEAN_COMPLIANT,sig_7ec47a2c
2025-11-01 02:00:00,Asset_10_NZ_Boundary,448,21.12,18.48,5.0,1.5,11.98,1.756,L0_CLEAN_COMPLIANT,sig_3265de38
2025-11-01 02:15:00,Asset_01_NZ_Boundary,447,21.44,38.85,5.0,1.5,32.35,3.691,L2_HIGH_IT_LOAD,sig_1c24b794
2025-11-01 02:15:00,Asset_02_NZ_Boundary,425,21.62,18.7,5.0,1.5,12.2,1.776,L0_CLEAN_COMPLIANT,sig_1d59233a
2025-11-01 02:15:00,Asset_03_NZ_Boundary,417,21.51,18.55,5.0,1.5,12.05,1.762,L0_CLEAN_COMPLIANT,sig_3fddb0eb
2025-11-01 02:15:00,Asset_04_NZ_Boundary,443,21.33,18.99,5.0,1.5,12.49,1.804,L0_CLEAN_COMPLIANT,sig_d7af0fed
2025-11-01 02:15:00,Asset_05_NZ_Boundary,424,21.72,18.54,5.0,1.5,12.04,1.761,L0_CLEAN_COMPLIANT,sig_b49b7876
2025-11-01 02:15:00,Asset_06_NZ_Boundary,430,21.79,18.58,5.0,1.5,12.08,1.765,L0_CLEAN_COMPLIANT,sig_3fbf8cbc
2025-11-01 02:15:00,Asset_07_NZ_Boundary,449,21.97,18.63,5.0,1.5,12.13,1.77,L0_CLEAN_COMPLIANT,sig_1361ded5
2025-11-01 02:15:00,Asset_08_NZ_Boundary,441,21.92,18.93,5.0,1.5,12.43,1.798,L0_CLEAN_COMPLIANT,sig_4048977a
2025-11-01 02:15:00,Asset_09_NZ_Boundary,423,21.37,18.2,5.0,1.5,11.7,1.729,L0_CLEAN_COMPLIANT,sig_27ababdb
2025-11-01 02:15:00,Asset_10_NZ_Boundary,445,21.37,18.74,5.0,1.5,12.24,1.78,L0_CLEAN_COMPLIANT,sig_e0981c93
2025-11-01 02:30:00,Asset_01_NZ_Boundary,450,21.62,38.48,5.0,1.5,31.98,3.656,L2_HIGH_IT_LOAD,sig_e0586ab1
2025-11-01 02:30:00,Asset_02_NZ_Boundary,436,21.62,18.42,5.0,1.5,11.92,1.75,L0_CLEAN_COMPLIANT,sig_9921dfc4
2025-11-01 02:30:00,Asset_03_NZ_Boundary,435,21.22,18.73,5.0,1.5,12.23,1.779,L0_CLEAN_COMPLIANT,sig_f251c302
2025-11-01 02:30:00,Asset_04_NZ_Boundary,435,21.48,18.53,5.0,1.5,12.03,1.76,L0_CLEAN_COMPLIANT,sig_60d0a9c3
2025-11-01 02:30:00,Asset_05_NZ_Boundary,435,21.84,18.6,5.0,1.5,12.1,1.767,L0_CLEAN_COMPLIANT,sig_36a15b6c
2025-11-01 02:30:00,Asset_06_NZ_Boundary,446,21.93,18.39,5.0,1.5,11.89,1.747,L0_CLEAN_COMPLIANT,sig_97c6b0a4
2025-11-01 02:30:00,Asset_07_NZ_Boundary,435,21.54,18.12,5.0,1.5,11.62,1.721,L0_CLEAN_COMPLIANT,sig_7b90164d
2025-11-01 02:30:00,Asset_08_NZ_Boundary,440,21.98,18.09,5.0,1.5,11.59,1.719,L0_CLEAN_COMPLIANT,sig_1a739167
2025-11-01 02:30:00,Asset_09_NZ_Boundary,441,21.9,18.99,5.0,1.5,12.49,1.804,L0_CLEAN_COMPLIANT,sig_d7edd05f
2025-11-01 02:30:00,Asset_10_NZ_Boundary,426,21.26,18.27,5.0,1.5,11.77,1.736,L0_CLEAN_COMPLIANT,sig_9fedb1ea
2025-11-01 02:45:00,Asset_01_NZ_Boundary,446,21.41,38.49,5.0,1.5,31.99,3.657,L2_HIGH_IT_LOAD,sig_c957276
2025-11-01 02:45:00,Asset_02_NZ_Boundary,432,21.75,18.04,5.0,1.5,11.54,1.714,L0_CLEAN_COMPLIANT,sig_bb14a6da
2025-11-01 02:45:00,Asset_03_NZ_Boundary,415,21.1,18.77,5.0,1.5,12.27,1.783,L0_CLEAN_COMPLIANT,sig_b9c037b
2025-11-01 02:45:00,Asset_04_NZ_Boundary,420,21.78,18.64,5.0,1.5,12.14,1.771,L0_CLEAN_COMPLIANT,sig_83a879fe
2025-11-01 02:45:00,Asset_05_NZ_Boundary,444,21.76,18.7,5.0,1.5,12.2,1.776,L0_CLEAN_COMPLIANT,sig_a678a0c9
2025-11-01 02:45:00,Asset_06_NZ_Boundary,428,21.85,18.49,5.0,1.5,11.99,1.757,L0_CLEAN_COMPLIANT,sig_28ec5bcf
2025-11-01 02:45:00,Asset_07_NZ_Boundary,401,21.51,18.53,5.0,1.5,12.03,1.76,L0_CLEAN_COMPLIANT,sig_efda15b5
2025-11-01 02:45:00,Asset_08_NZ_Boundary,401,21.08,18.41,5.0,1.5,11.91,1.749,L0_CLEAN_COMPLIANT,sig_c4bb1743
2025-11-01 02:45:00,Asset_09_NZ_Boundary,442,21.92,18.76,5.0,1.5,12.26,1.782,L0_CLEAN_COMPLIANT,sig_661dea53
2025-11-01 02:45:00,Asset_10_NZ_Boundary,428,21.49,18.99,5.0,1.5,12.49,1.804,L0_CLEAN_COMPLIANT,sig_58a4e4d7
2025-11-01 03:00:00,Asset_01_NZ_Boundary,444,21.81,38.7,5.0,1.5,32.2,3.677,L2_HIGH_IT_LOAD,sig_af4c10aa
2025-11-01 03:00:00,Asset_02_NZ_Boundary,441,21.15,18.02,5.0,1.5,11.52,1.712,L0_CLEAN_COMPLIANT,sig_30c6dc22
2025-11-01 03:00:00,Asset_03_NZ_Boundary,409,21.22,18.61,5.0,1.5,12.11,1.768,L0_CLEAN_COMPLIANT,sig_4c5c832a
2025-11-01 03:00:00,Asset_04_NZ_Boundary,411,21.56,18.42,5.0,1.5,11.92,1.75,L0_CLEAN_COMPLIANT,sig_83e10f98
2025-11-01 03:00:00,Asset_05_NZ_Boundary,432,21.04,18.78,5.0,1.5,12.28,1.784,L0_CLEAN_COMPLIANT,sig_c205f7ef
2025-11-01 03:00:00,Asset_06_NZ_Boundary,449,21.12,18.23,5.0,1.5,11.73,1.732,L0_CLEAN_COMPLIANT,sig_399c8f80
2025-11-01 03:00:00,Asset_07_NZ_Boundary,402,21.95,18.82,5.0,1.5,12.32,1.788,L0_CLEAN_COMPLIANT,sig_1614c818
2025-11-01 03:00:00,Asset_08_NZ_Boundary,411,21.01,18.87,5.0,1.5,12.37,1.793,L0_CLEAN_COMPLIANT,sig_2d825357
2025-11-01 03:00:00,Asset_09_NZ_Boundary,408,21.16,18.36,5.0,1.5,11.86,1.744,L0_CLEAN_COMPLIANT,sig_152bd42b
2025-11-01 03:00:00,Asset_10_NZ_Boundary,401,21.48,18.85,5.0,1.5,12.35,1.791,L0_CLEAN_COMPLIANT,sig_b23c2407
2025-11-01 03:15:00,Asset_01_NZ_Boundary,415,21.1,38.34,5.0,1.5,31.84,3.642,L2_HIGH_IT_LOAD,sig_99500f27
2025-11-01 03:15:00,Asset_02_NZ_Boundary,402,21.73,18.13,5.0,1.5,11.63,1.722,L0_CLEAN_COMPLIANT,sig_1bc5ad76
2025-11-01 03:15:00,Asset_03_NZ_Boundary,443,21.16,18.97,5.0,1.5,12.47,1.802,L0_CLEAN_COMPLIANT,sig_dc140890
2025-11-01 03:15:00,Asset_04_NZ_Boundary,419,21.44,18.99,5.0,1.5,12.49,1.804,L0_CLEAN_COMPLIANT,sig_d4fa74be
2025-11-01 03:15:00,Asset_05_NZ_Boundary,404,21.57,18.57,5.0,1.5,12.07,1.764,L0_CLEAN_COMPLIANT,sig_28da15e7
2025-11-01 03:15:00,Asset_06_NZ_Boundary,416,21.79,18.29,5.0,1.5,11.79,1.738,L0_CLEAN_COMPLIANT,sig_98044334
2025-11-01 03:15:00,Asset_07_NZ_Boundary,446,21.83,18.02,5.0,1.5,11.52,1.712,L0_CLEAN_COMPLIANT,sig_e9cfe9fe
2025-11-01 03:15:00,Asset_08_NZ_Boundary,445,21.97,18.41,5.0,1.5,11.91,1.749,L0_CLEAN_COMPLIANT,sig_ac87570b
2025-11-01 03:15:00,Asset_09_NZ_Boundary,400,21.8,18.88,5.0,1.5,12.38,1.794,L0_CLEAN_COMPLIANT,sig_5153a768
2025-11-01 03:15:00,Asset_10_NZ_Boundary,446,21.8,18.17,5.0,1.5,11.67,1.726,L0_CLEAN_COMPLIANT,sig_2f9819b
2025-11-01 03:30:00,Asset_01_NZ_Boundary,404,21.08,38.87,5.0,1.5,32.37,3.693,L2_HIGH_IT_LOAD,sig_dd8f45fa
2025-11-01 03:30:00,Asset_02_NZ_Boundary,439,21.49,18.61,5.0,1.5,12.11,1.768,L0_CLEAN_COMPLIANT,sig_8c4bd2e8
2025-11-01 03:30:00,Asset_03_NZ_Boundary,416,21.57,18.1,5.0,1.5,11.6,1.72,L0_CLEAN_COMPLIANT,sig_3d767650
2025-11-01 03:30:00,Asset_04_NZ_Boundary,404,21.22,18.9,5.0,1.5,12.4,1.795,L0_CLEAN_COMPLIANT,sig_44eda772
2025-11-01 03:30:00,Asset_05_NZ_Boundary,431,21.94,18.83,5.0,1.5,12.33,1.789,L0_CLEAN_COMPLIANT,sig_e1ff09b2
2025-11-01 03:30:00,Asset_06_NZ_Boundary,404,21.8,18.51,5.0,1.5,12.01,1.758,L0_CLEAN_COMPLIANT,sig_3e633e0c
2025-11-01 03:30:00,Asset_07_NZ_Boundary,409,21.74,18.02,5.0,1.5,11.52,1.712,L0_CLEAN_COMPLIANT,sig_45c5a8cf
2025-11-01 03:30:00,Asset_08_NZ_Boundary,450,21.81,18.98,5.0,1.5,12.48,1.803,L0_CLEAN_COMPLIANT,sig_d43b7872
2025-11-01 03:30:00,Asset_09_NZ_Boundary,427,21.17,18.96,5.0,1.5,12.46,1.801,L0_CLEAN_COMPLIANT,sig_e194bcc3
2025-11-01 03:30:00,Asset_10_NZ_Boundary,448,21.12,18.69,5.0,1.5,12.19,1.776,L0_CLEAN_COMPLIANT,sig_ef190bcd
2025-11-01 03:45:00,Asset_01_NZ_Boundary,408,21.8,38.85,5.0,1.5,32.35,3.691,L2_HIGH_IT_LOAD,sig_f3e229d4
2025-11-01 03:45:00,Asset_02_NZ_Boundary,423,21.44,18.42,5.0,1.5,11.92,1.75,L0_CLEAN_COMPLIANT,sig_847f0366
2025-11-01 03:45:00,Asset_03_NZ_Boundary,419,21.13,18.86,5.0,1.5,12.36,1.792,L0_CLEAN_COMPLIANT,sig_69198ddc
2025-11-01 03:45:00,Asset_04_NZ_Boundary,426,21.23,18.89,5.0,1.5,12.39,1.795,L0_CLEAN_COMPLIANT,sig_d7fd5ea0
2025-11-01 03:45:00,Asset_05_NZ_Boundary,413,21.35,18.31,5.0,1.5,11.81,1.739,L0_CLEAN_COMPLIANT,sig_d7ac62f2
2025-11-01 03:45:00,Asset_06_NZ_Boundary,441,21.67,18.38,5.0,1.5,11.88,1.746,L0_CLEAN_COMPLIANT,sig_7808d3e5
2025-11-01 03:45:00,Asset_07_NZ_Boundary,439,21.19,18.39,5.0,1.5,11.89,1.747,L0_CLEAN_COMPLIANT,sig_63da8c4a
2025-11-01 03:45:00,Asset_08_NZ_Boundary,419,21.76,18.62,5.0,1.5,12.12,1.769,L0_CLEAN_COMPLIANT,sig_613fb8ae
2025-11-01 03:45:00,Asset_09_NZ_Boundary,410,21.21,18.81,5.0,1.5,12.31,1.787,L0_CLEAN_COMPLIANT,sig_bf29347e
2025-11-01 03:45:00,Asset_10_NZ_Boundary,445,21.86,18.8,5.0,1.5,12.3,1.786,L0_CLEAN_COMPLIANT,sig_1ba9f378
2025-11-01 04:00:00,Asset_01_NZ_Boundary,435,21.13,38.46,5.0,1.5,31.96,3.654,L2_HIGH_IT_LOAD,sig_ab9c4758
2025-11-01 04:00:00,Asset_02_NZ_Boundary,419,21.74,18.76,5.0,1.5,12.26,1.782,L0_CLEAN_COMPLIANT,sig_ad4517ea
2025-11-01 04:00:00,Asset_03_NZ_Boundary,429,21.24,18.59,5.0,1.5,12.09,1.766,L0_CLEAN_COMPLIANT,sig_8e1babb3
2025-11-01 04:00:00,Asset_04_NZ_Boundary,440,21.72,18.87,5.0,1.5,12.37,1.793,L0_CLEAN_COMPLIANT,sig_a18c0de8
2025-11-01 04:00:00,Asset_05_NZ_Boundary,437,21.87,18.84,5.0,1.5,12.34,1.79,L0_CLEAN_COMPLIANT,sig_e5fa34a4
2025-11-01 04:00:00,Asset_06_NZ_Boundary,405,21.58,18.08,5.0,1.5,11.58,1.718,L0_CLEAN_COMPLIANT,sig_720d6e40
2025-11-01 04:00:00,Asset_07_NZ_Boundary,417,21.03,18.52,5.0,1.5,12.02,1.759,L0_CLEAN_COMPLIANT,sig_5b3d4e8e
2025-11-01 04:00:00,Asset_08_NZ_Boundary,444,21.76,18.1,5.0,1.5,11.6,1.72,L0_CLEAN_COMPLIANT,sig_c5546497
2025-11-01 04:00:00,Asset_09_NZ_Boundary,421,21.81,18.77,5.0,1.5,12.27,1.783,L0_CLEAN_COMPLIANT,sig_c9ce34cf
2025-11-01 04:00:00,Asset_10_NZ_Boundary,413,21.73,18.26,5.0,1.5,11.76,1.735,L0_CLEAN_COMPLIANT,sig_91a3d80a
2025-11-01 04:15:00,Asset_01_NZ_Boundary,416,21.62,38.09,5.0,1.5,31.59,3.619,L2_HIGH_IT_LOAD,sig_56f1659d
